Num,Ordenament bombolla
1380,0.0122587
1380,0.0121604
1380,0.0123988
1390,0.012381
1390,0.0123426
1390,0.0123453
1390,0.0122374
1390,0.0123493
1390,0.0123703
1390,0.012461
1390,0.0124594
1390,0.0122573
1390,0.0122914
1400,0.0124713
1400,0.0126036
1400,0.0124332
1400,0.0124203
1400,0.0123661
1400,0.0124532
1400,0.0125751
1400,0.0127706
1400,0.012448
1400,0.0124389
1410,0.0128618
1410,0.0125562
1410,0.0127722
1410,0.0127189
1410,0.0131066
1410,0.0128063
1410,0.0131589
1410,0.0132539
1410,0.0130867
1410,0.012872
1420,0.0129857
1420,0.0130466
1420,0.0128223
1420,0.0130482
1420,0.012842
1420,0.0131305
1420,0.0129049
1420,0.0130254
1420,0.0130376
1420,0.0129711
1430,0.0130494
1430,0.0130148
1430,0.0132229
1430,0.013193
1430,0.0130109
1430,0.012983
1430,0.0132292
1430,0.0129032
1430,0.0131402
1430,0.0132409
1440,0.0131384
1440,0.0133816
1440,0.0133252
1440,0.0131295
1440,0.0133041
1440,0.0132281
1440,0.01304
1440,0.0135002
1440,0.0132281
1440,0.0132737
1450,0.013158
1450,0.0134811
1450,0.0133895
1450,0.0132728
1450,0.0133498
1450,0.0132662
1450,0.0132472
1450,0.0134159
1450,0.0135027
1450,0.0132588
1460,0.0137165
1460,0.0136915
1460,0.013435
1460,0.0136086
1460,0.0135274
1460,0.0135193
1460,0.0137318
1460,0.0135497
1460,0.0135176
1460,0.0136558
1470,0.0139965
1470,0.0138532
1470,0.0137266
1470,0.0139367
1470,0.0136936
1470,0.0138828
1470,0.013761
1470,0.0137409
1470,0.0137475
1470,0.0137137
1480,0.0141535
1480,0.0139341
1480,0.0139074
1480,0.0139583
1480,0.0139294
1480,0.0141644
1480,0.0141014
1480,0.0139918
1480,0.0140599
1480,0.0139036
1490,0.0141061
1490,0.0140522
1490,0.0142342
1490,0.0140983
1490,0.014324
1490,0.0141691
1490,0.014174
1490,0.0142945
1490,0.0140266
1490,0.0140541
1500,0.0141829
1500,0.0143153
1500,0.0142102
1500,0.0141818
1500,0.0143183
1500,0.0142902
1500,0.0142947
1500,0.0144468
1500,0.0142734
1500,0.0143681
1510,0.0145842
1510,0.014709
1510,0.0144345
1510,0.0144347
1510,0.014483
1510,0.0145072
1510,0.0145786
1510,0.0146703
1510,0.0147308
1510,0.0145001
1520,0.0147658
1520,0.0146274
1520,0.0147061
1520,0.0146445
1520,0.0151575
1520,0.014692
1520,0.0146658
1520,0.0147483
1520,0.0147866
1520,0.0146567
1530,0.0150507
1530,0.0148182
1530,0.0148713
1530,0.0148184
1530,0.0149736
1530,0.0147628
1530,0.0149606
1530,0.0148698
1530,0.0150311
1530,0.0147781
1540,0.0150603
1540,0.0151732
1540,0.0150689
1540,0.0150573
1540,0.0152199
1540,0.0149591
1540,0.0151694
1540,0.0152239
1540,0.0151142
1540,0.0153517
1550,0.0153073
1550,0.0152142
1550,0.0151985
1550,0.015344
1550,0.0155066
1550,0.0152071
1550,0.0152656
1550,0.0153401
1550,0.0152816
1550,0.0153628
1560,0.0154952
1560,0.0153995
1560,0.0154695
1560,0.0154085
1560,0.0155772
1560,0.0155063
1560,0.0154531
1560,0.0153931
1560,0.0155475
1560,0.015377
1570,0.0156511
1570,0.0156512
1570,0.0156345
1570,0.01552
1570,0.0156352
1570,0.0155999
1570,0.0157865
1570,0.0157213
1570,0.0155639
1570,0.0157263
1580,0.0158295
1580,0.0158239
1580,0.0158716
1580,0.0162067
1580,0.0158115
1580,0.0159866
1580,0.015833
1580,0.0156767
1580,0.0156477
1580,0.0158365
1590,0.0160851
1590,0.0161773
1590,0.0160341
1590,0.0161509
1590,0.0160996
1590,0.016334
1590,0.0161396
1590,0.0162079
1590,0.0161912
1590,0.0159773
1600,0.0162192
1600,0.016466
1600,0.0163315
1600,0.0162872
1600,0.0162569
1600,0.0162972
1600,0.0161689
1600,0.0162962
1600,0.0165578
1600,0.0163231
1610,0.0164972
1610,0.0165357
1610,0.0164385
1610,0.0164201
1610,0.0166084
1610,0.0166361
1610,0.0164313
1610,0.0166156
1610,0.0165663
1610,0.0162802
1620,0.0165313
1620,0.0166592
1620,0.0170218
1620,0.0165272
1620,0.0167638
1620,0.016532
1620,0.016659
1620,0.0169376
1620,0.0166841
1620,0.016773
1630,0.0168661
1630,0.0169281
1630,0.01715
1630,0.0169091
1630,0.0170449
1630,0.0170128
1630,0.0169055
1630,0.0169941
1630,0.0169426
1630,0.0170374
1640,0.0171326
1640,0.0169853
1640,0.0171324
1640,0.0172682
1640,0.0172474
1640,0.017146
1640,0.0172618
1640,0.0171047
1640,0.0170104
1640,0.0170959
1650,0.0175497
1650,0.017301
1650,0.0170921
1650,0.0175421
1650,0.017315
1650,0.017454
1650,0.0171274
1650,0.0175888
1650,0.0173833
